序号,代码,名称,第二板日期,买入日,买入价,卖出日,卖出价,净收益率,回调等待天数,第二板成交额(亿)
7341,600537,ST亿晶,20250703,20250708,3.342,20250711,3.998,19.5408%,3,3.80
7342,600819,耀皮玻璃,20250703,20250715,6.920,20250718,6.554,-5.3993%,8,5.06
7343,603538,美诺华,20250703,20250709,16.612,20250714,16.224,-2.4381%,4,6.90
7344,603811,诚意药业,20250703,20250708,7.147,20250711,6.983,-2.3957%,3,3.12
7345,002636,金安国纪,20250704,20250714,12.691,20250717,11.869,-6.5791%,6,0.72
7346,002721,金一文化,20250704,20250711,4.582,20250716,4.008,-12.6329%,5,6.58
7347,300436,广生堂,20250704,20250723,67.464,20250728,77.461,14.7191%,13,17.10
7348,600475,华光环能,20250704,20250715,15.195,20250718,14.757,-2.9824%,7,6.79
7349,600744,华银电力,20250704,20250716,8.204,20250721,7.886,-3.9767%,8,12.39
7350,603676,卫信康,20250704,20250714,11.991,20250717,11.899,-0.8668%,6,1.60
7351,605500,森林包装,20250704,20250716,12.296,20250721,12.094,-1.7444%,8,0.38
7352,000037,深南电A,20250707,20250714,9.983,20250717,9.663,-3.3037%,5,10.02
7353,000601,韶能股份,20250707,20250711,5.863,20250716,5.597,-4.6324%,4,0.98
7354,002201,九鼎新材,20250707,20250711,8.319,20250716,8.011,-3.8043%,4,1.87
7355,002562,兄弟科技,20250707,20250714,5.613,20250717,6.117,8.8819%,5,10.29
7356,002987,京北方,20250707,20250711,20.710,20250716,18.249,-11.9853%,4,36.22
7357,600190,退市锦港,20250707,20250710,0.510,20250715,0.550,7.6353%,3,0.21
7358,600571,信雅达,20250707,20250715,19.920,20250718,19.010,-4.6656%,6,14.17
7359,605162,新中港,20250707,20250714,9.335,20250717,10.625,13.7197%,5,1.55
7360,000514,渝开发,20250708,20250715,6.123,20250718,6.687,9.1045%,5,5.32
7361,000920,沃顿科技,20250708,20250714,11.212,20250717,10.841,-3.4093%,4,2.09
7362,002951,金时科技,20250708,20250715,16.058,20250718,18.011,12.0619%,5,2.32
7363,003003,天元股份,20250708,20250714,12.659,20250717,13.156,3.8267%,4,0.52
7364,301388,欣灵电气,20250708,20250714,33.867,20250717,39.100,15.3532%,4,6.93
7365,600513,联环药业,20250708,20250723,15.938,20250728,16.122,1.0543%,11,2.12
7366,600927,永安期货,20250708,20250715,16.058,20250718,16.082,0.0490%,5,10.79
7367,600962,国投中鲁,20250708,20250716,19.310,20250721,20.880,8.0302%,6,0.03
7368,603256,宏和科技,20250708,20250714,21.253,20250717,20.502,-3.6331%,4,8.27
7369,605122,四方新材,20250708,20250716,14.807,20250721,14.343,-3.2375%,6,0.37
7370,605277,新亚电子,20250708,20250717,20.152,20250722,19.732,-2.1839%,7,8.43
7371,000607,华媒控股,20250709,20250716,5.263,20250721,4.918,-6.6574%,5,2.82
7372,000655,金岭矿业,20250709,20250715,8.398,20250718,8.080,-3.8894%,4,2.22
7373,002218,拓日新能,20250709,20250716,3.952,20250721,3.748,-5.2582%,5,2.05
7374,002295,精艺股份,20250709,20250716,9.799,20250721,9.859,0.5141%,5,7.27
7375,002520,日发精机,20250709,20250716,6.573,20250721,6.637,0.8644%,5,11.76
7376,600148,长春一东,20250709,20250716,21.431,20250721,21.529,0.3597%,5,5.33
7377,600537,ST亿晶,20250709,20250715,3.822,20250718,3.678,-3.8612%,4,9.50
7378,601519,大智慧,20250709,20250715,13.707,20250718,13.153,-4.1376%,4,14.88
7379,603726,朗迪集团,20250709,20250714,17.479,20250717,17.321,-1.0005%,3,4.18
7380,000010,ST美丽,20250710,20250717,3.402,20250722,3.658,7.4395%,5,2.78
7381,000892,欢瑞世纪,20250710,20250715,4.862,20250718,4.868,0.0056%,3,13.68
7382,002121,科陆电子,20250710,20250717,6.113,20250722,6.227,1.7621%,5,1.99
7383,002356,鹏飞绿能,20250710,20250716,3.502,20250721,3.348,-4.4814%,4,2.98
7384,002640,跨境通,20250710,20250716,5.363,20250721,5.407,0.7320%,4,40.66
7385,300778,新城市,20250710,20250717,16.608,20250722,16.472,-0.9221%,5,12.14
7386,603093,南华期货,20250710,20250716,16.616,20250721,17.657,6.1641%,4,7.81
7387,603778,国晟科技,20250710,20250717,4.552,20250722,4.098,-10.0802%,5,6.88
7388,600111,北方稀土,20250711,20250801,37.189,20250806,36.302,-2.4845%,15,98.94
7389,600513,联环药业,20250711,20250723,15.938,20250728,16.122,1.0543%,8,10.47
7390,600606,绿地控股,20250711,20250717,1.981,20250722,1.959,-1.2090%,4,1.42
7391,600622,光大嘉宝,20250711,20250716,3.132,20250721,3.068,-2.1150%,3,12.15
7392,601696,中银证券,20250711,20250801,15.070,20250806,14.605,-3.1846%,15,22.92
7393,601908,京运通,20250711,20250717,3.922,20250722,3.948,0.5646%,4,1.52
7394,603856,东宏股份,20250711,20250716,12.470,20250721,12.308,-1.4022%,3,4.24
7395,605366,宏柏新材,20250711,20250717,6.603,20250722,6.657,0.7082%,4,3.38
7396,605399,晨光新材,20250711,20250717,13.757,20250722,14.293,3.7961%,4,0.48
7397,001896,豫能控股,20250714,20250721,6.183,20250724,5.697,-7.9592%,5,2.81
7398,002209,达意隆,20250714,20250721,15.638,20250724,15.662,0.0557%,5,6.42
7399,002401,中远海科,20250714,20250731,21.353,20250805,21.491,0.5490%,13,1.28
7400,002645,华宏科技,20250714,20250728,12.206,20250731,11.377,-6.8900%,10,7.03
7401,002716,湖南白银,20250714,20250718,4.592,20250723,4.868,5.8942%,4,18.47
7402,002896,中大力德,20250714,20250725,83.482,20250730,85.107,1.8474%,9,18.35
7403,600173,卧龙新能,20250714,20250717,6.633,20250722,6.677,0.5534%,3,6.93
7404,600604,市北高新,20250714,20250721,6.253,20250724,6.057,-3.2369%,5,1.19
7405,600822,上海物贸,20250714,20250723,13.307,20250728,12.614,-5.3076%,7,3.98
7406,600826,兰生股份,20250714,20250724,12.787,20250729,11.625,-9.1887%,8,0.77
7407,603176,汇通集团,20250714,20250718,5.598,20250723,6.362,13.5486%,4,0.31
7408,605259,绿田机械,20250714,20250718,23.812,20250723,23.858,0.0939%,4,3.34
7409,000880,潍柴重机,20250715,20250723,32.623,20250728,32.677,0.0635%,6,8.88
7410,003037,三和管桩,20250715,20250718,8.794,20250723,10.895,23.7806%,3,5.02
7411,003040,楚天龙,20250715,20250721,25.503,20250724,23.998,-6.0003%,4,40.37
7412,603001,奥康国际,20250715,20250722,8.224,20250725,8.216,-0.2000%,5,3.36
7413,603486,科沃斯,20250715,20250722,66.993,20250725,67.596,0.7996%,5,17.92
7414,603811,诚意药业,20250715,20250721,8.275,20250724,8.167,-1.4078%,4,5.28
7415,001287,中电港,20250716,20250722,21.043,20250725,20.432,-3.0024%,4,13.41
7416,002082,ST万邦,20250716,20250722,7.854,20250725,7.466,-5.0359%,4,8.14
7417,002393,力生制药,20250716,20250723,19.629,20250728,18.968,-3.4690%,5,6.33
7418,002394,联发股份,20250716,20250723,9.655,20250728,9.375,-2.9951%,5,7.46
7419,002755,奥赛康,20250716,20250728,26.043,20250731,26.507,1.6806%,8,9.43
7420,002951,金时科技,20250716,20250721,17.629,20250724,16.692,-5.4161%,3,5.77
7421,601512,中新集团,20250716,20250721,7.752,20250724,7.624,-1.7472%,3,1.83
7422,000705,浙江震元,20250717,20250723,9.455,20250728,9.325,-1.4685%,4,0.88
7423,002229,鸿博股份,20250717,20250723,18.659,20250728,19.980,6.9779%,4,33.59
7424,002329,皇氏集团,20250717,20250722,4.022,20250725,3.878,-3.6791%,3,5.24
7425,002370,亚太药业,20250717,20250807,6.893,20250812,7.166,3.8598%,15,7.86
7426,002730,电光科技,20250717,20250723,17.939,20250728,17.631,-1.8157%,4,14.63
7427,300344,立方退,20250717,20250723,4.762,20250728,6.017,26.2442%,4,8.14
7428,600201,生物股份,20250717,20250723,8.668,20250728,8.740,0.7225%,4,11.10
7429,600620,天宸股份,20250717,20250723,6.608,20250728,6.377,-3.6031%,4,1.13
7430,601279,英利汽车,20250717,20250722,4.232,20250725,4.128,-2.5617%,3,5.72
7431,603048,浙江黎明,20250717,20250722,18.942,20250725,18.514,-2.3633%,3,3.62
7432,603115,海星股份,20250717,20250724,17.399,20250729,15.162,-12.9531%,5,1.95
7433,603617,君禾股份,20250717,20250723,8.304,20250728,7.946,-4.4126%,4,8.73
7434,002178,延华智能,20250718,20250723,6.893,20250728,7.956,15.3143%,3,9.72
7435,002246,北化股份,20250718,20250725,17.859,20250730,17.471,-2.2707%,5,13.84
7436,002265,建设工业,20250718,20250731,36.462,20250805,42.753,17.1518%,9,19.05
7437,600230,沧州大化,20250718,20250728,14.334,20250731,14.200,-1.0367%,6,7.85
7438,600751,海航科技,20250718,20250724,3.794,20250729,3.800,0.0635%,4,12.34
7439,600774,汉商集团,20250718,20250723,9.805,20250728,10.795,9.9939%,3,0.33
7440,600829,人民同泰,20250718,20250724,8.634,20250729,8.506,-1.5891%,4,0.77
7441,601003,柳钢股份,20250718,20250728,6.963,20250731,6.227,-10.6780%,6,13.92
7442,605033,美邦股份,20250718,20250725,22.861,20250730,21.869,-4.4408%,5,0.46
7443,001360,南矿集团,20250721,20250728,16.440,20250731,15.744,-4.3341%,5,0.75
7444,002645,华宏科技,20250721,20250728,12.206,20250731,11.377,-6.8900%,5,18.19
7445,002940,昂利康,20250721,20250728,54.314,20250731,52.271,-3.8620%,5,7.73
7446,600444,国机通用,20250721,20250724,18.119,20250729,17.731,-2.2410%,3,2.11
7447,600629,华建集团,20250721,20250731,9.628,20250805,10.726,11.3026%,8,1.98
7448,603176,汇通集团,20250721,20250801,6.598,20250806,7.231,9.4947%,9,5.66
7449,000672,上峰材料,20250722,20250728,8.532,20250731,8.454,-1.0200%,4,9.27
7450,000789,万年青,20250722,20250725,6.250,20250730,6.074,-2.9185%,3,7.45
7451,000877,天山股份,20250722,20250728,5.513,20250731,5.387,-2.3756%,4,3.92
7452,001239,永达股份,20250722,20250728,18.059,20250731,17.971,-0.5874%,4,0.83
7453,002017,东信和平,20250722,20250731,23.397,20250805,24.703,5.4818%,7,5.90
7454,002037,保利联合,20250722,20250801,13.087,20250806,12.324,-5.9282%,8,0.16
7455,002096,易普力,20250722,20250728,14.151,20250731,14.087,-0.5531%,4,0.48
7456,002097,山河智能,20250722,20250808,14.984,20250813,17.988,19.9441%,13,12.69
7457,002205,国统股份,20250722,20250801,13.627,20250806,13.313,-2.4004%,8,2.68
7458,002226,江南化工,20250722,20250725,6.435,20250730,6.149,-4.5488%,3,6.68
7459,002266,浙富控股,20250722,20250728,3.823,20250731,3.609,-5.6904%,4,14.39
7460,002297,博云新材,20250722,20250730,10.165,20250804,8.866,-12.8841%,6,1.38
7461,002302,西部建设,20250722,20250728,6.663,20250731,6.527,-2.1500%,4,0.72
7462,002360,ST同德,20250722,20250725,5.703,20250730,5.477,-4.0557%,3,5.44
7463,002497,雅化集团,20250722,20250731,14.418,20250805,13.614,-5.6764%,7,27.21
7464,002534,西子洁能,20250722,20250728,12.486,20250731,12.524,0.2003%,4,5.84
7465,002542,ST中岩,20250722,20250728,4.212,20250731,3.968,-5.8950%,4,0.84
7466,002783,凯龙股份,20250722,20250728,10.185,20250731,9.995,-1.9664%,4,6.58
7467,002827,高争民爆,20250722,20250729,49.125,20250801,48.766,-0.8307%,5,0.18
7468,002883,ST中设,20250722,20250729,13.157,20250801,12.934,-1.7953%,5,6.54
7469,002917,金奥博,20250722,20250728,15.009,20250731,14.634,-2.5974%,4,8.14
7470,003001,中岩大地,20250722,20250728,30.949,20250731,30.039,-3.0419%,4,0.30
7471,003002,壶化股份,20250722,20250728,27.454,20250731,26.687,-2.8940%,4,3.08
7472,003037,三和管桩,20250722,20250728,9.345,20250731,8.936,-4.4783%,4,7.14
7473,300564,筑博设计,20250722,20250728,17.909,20250731,19.120,6.6647%,4,0.41
7474,300617,安靠智电,20250722,20250725,37.059,20250730,35.202,-5.1086%,3,13.76
7475,300865,大宏立,20250722,20250728,36.558,20250731,35.562,-2.8246%,4,4.32
7476,301038,深水规院,20250722,20250729,25.920,20250801,29.502,13.7206%,5,7.27
7477,301151,冠龙节能,20250722,20250728,21.741,20250731,22.779,4.6732%,4,3.34
7478,301161,唯万密封,20250722,20250725,29.278,20250730,29.158,-0.5072%,3,3.24
7479,600117,西宁特钢,20250722,20250807,3.862,20250812,3.878,0.3177%,12,0.54
7480,600268,国电南自,20250722,20250725,9.665,20250730,9.275,-4.1298%,3,12.98
7481,600326,西藏天路,20250722,20250805,17.099,20250808,15.062,-12.0079%,10,0.81
7482,600528,中铁工业,20250722,20250729,9.391,20250801,8.882,-5.5217%,5,1.19
7483,600585,海螺水泥,20250722,20250728,23.562,20250731,23.238,-1.4726%,4,69.27
7484,600678,ST金顶,20250722,20250725,10.435,20250730,9.775,-6.4257%,3,0.65
7485,600749,西藏旅游,20250722,20250805,24.012,20250808,23.848,-0.7827%,10,3.06
7486,600773,西藏城投,20250722,20250728,11.256,20250731,11.004,-2.3312%,4,2.50
7487,600801,华新建材,20250722,20250728,15.568,20250731,15.102,-3.0891%,4,0.77
7488,600815,厦工股份,20250722,20250728,2.981,20250731,2.859,-4.2228%,4,1.04
7489,600875,东方电气,20250722,20250728,19.887,20250731,19.237,-3.3663%,4,1.34
7490,601399,国机重装,20250722,20250728,3.442,20250731,3.358,-2.5232%,4,17.59
7491,601669,中国电建,20250722,20250731,6.588,20250805,6.372,-3.3858%,7,7.52
7492,601868,中国能建,20250722,20250728,2.655,20250731,2.563,-3.5877%,4,7.94
7493,603280,南方路机,20250722,20250807,52.956,20250812,53.213,0.3851%,12,2.79
7494,603367,辰欣药业,20250722,20250806,29.167,20250811,33.985,16.4204%,11,12.64
7495,603616,韩建河山,20250722,20250805,6.473,20250808,6.027,-6.9938%,10,2.84
7496,603916,苏博特,20250722,20250729,11.626,20250801,11.314,-2.7791%,5,0.17
7497,603966,法兰泰克,20250722,20250728,8.481,20250731,8.127,-4.2775%,4,0.20
7498,605122,四方新材,20250722,20250728,15.028,20250731,14.393,-4.3237%,4,3.27
7499,605598,上海港湾,20250722,20250725,24.181,20250730,22.997,-4.9947%,3,4.33
7500,688425,铁建重工,20250722,20250729,6.244,20250801,6.038,-3.4014%,5,2.97
7501,001226,拓山重工,20250724,20250731,40.330,20250805,36.482,-9.6423%,5,0.48
7502,003023,彩虹集团,20250724,20250801,26.543,20250806,26.567,-0.0117%,6,0.55
7503,300877,金春股份,20250724,20250806,28.431,20250811,26.664,-6.3169%,9,2.77
7504,600682,南京新百,20250724,20250730,7.404,20250804,7.466,0.7451%,4,10.59
7505,002826,易明医药,20250725,20250731,21.462,20250805,22.020,2.5012%,4,9.15
7506,300539,横河精密,20250725,20250804,24.052,20250807,23.578,-2.0700%,6,10.67
7507,600288,大恒科技,20250725,20250731,12.886,20250805,12.294,-4.6986%,4,7.07
7508,603176,汇通集团,20250725,20250801,6.598,20250806,7.231,9.4947%,5,6.78
7509,002942,新农股份,20250728,20250731,18.599,20250805,18.111,-2.7257%,3,2.65
7510,003007,直真科技,20250728,20250731,35.858,20250805,36.012,0.3297%,3,6.69
7511,605255,天普股份,20250728,20250801,25.493,20250806,25.457,-0.2392%,4,2.57
7512,001216,华瓷股份,20250729,20250804,14.119,20250807,14.075,-0.4123%,4,3.09
7513,002097,山河智能,20250729,20250808,14.984,20250813,17.988,19.9441%,8,42.08
7514,002370,亚太药业,20250729,20250807,6.893,20250812,7.166,3.8598%,7,12.80
7515,002644,佛慈制药,20250729,20250804,10.095,20250807,9.485,-6.1405%,4,8.78
7516,300528,幸福蓝海,20250729,20250804,20.810,20250807,17.351,-16.7219%,4,12.57
7517,603280,南方路机,20250729,20250807,52.956,20250812,53.213,0.3851%,7,5.76
7518,603367,辰欣药业,20250729,20250806,29.167,20250811,33.985,16.4204%,6,4.02
7519,688020,方邦股份,20250729,20250804,53.357,20250807,54.973,2.9284%,4,4.85
7520,001318,阳光乳业,20250730,20250805,14.577,20250808,13.973,-4.2453%,4,4.82
7521,600117,西宁特钢,20250730,20250807,3.862,20250812,3.878,0.3177%,6,9.94
7522,600579,中化装备,20250730,20250805,9.105,20250808,8.856,-2.8347%,4,0.32
7523,600581,ST八钢,20250730,20250804,4.052,20250807,3.848,-5.1333%,3,9.78
7524,603839,安正时尚,20250730,20250805,7.804,20250808,7.496,-4.0423%,4,1.75
7525,605268,王力安防,20250730,20250804,9.775,20250807,9.625,-1.6315%,3,0.34
7526,000813,德展健康,20250731,20250805,4.442,20250808,4.138,-6.9500%,3,11.74
7527,001267,汇绿生态,20250731,20250807,13.224,20250812,13.260,0.1780%,5,9.31
7528,001331,胜通能源,20250731,20250807,8.370,20250812,8.175,-2.4330%,5,0.42
7529,002287,奇正藏药,20250731,20250806,29.910,20250811,28.041,-6.3487%,4,4.14
7530,002837,英维克,20250731,20250822,48.739,20250827,52.689,8.0029%,16,8.04
7531,600684,珠江股份,20250731,20250805,4.522,20250808,4.498,-0.6420%,3,7.79
7532,688189,ST南新,20250731,20250806,16.288,20250811,14.573,-10.6318%,4,5.42
7533,002424,ST百灵,20250801,20250807,5.963,20250812,6.147,2.9848%,4,7.41
7534,002775,文科股份,20250801,20250808,4.852,20250813,4.648,-4.3195%,5,2.57
7535,002799,环球印务,20250801,20250806,8.734,20250811,8.516,-2.6030%,3,3.53
7536,002940,昂利康,20250801,20250806,57.316,20250811,54.080,-5.7454%,3,6.99
7537,300289,利德曼,20250801,20250807,8.154,20250812,10.715,31.3023%,4,4.93
7538,600774,汉商集团,20250801,20250806,10.925,20250811,10.975,0.3490%,3,3.73
7539,603059,倍加洁,20250801,20250811,33.548,20250814,31.735,-5.5032%,6,0.74
7540,603256,宏和科技,20250801,20250806,24.204,20250811,24.520,1.2041%,3,5.99
7541,603516,淳中科技,20250801,20250821,110.166,20250826,116.613,5.7517%,14,13.83
7542,000534,万泽股份,20250804,20250808,15.691,20250813,16.805,6.9981%,4,10.08
7543,300486,东杰智能,20250804,20250811,16.095,20250814,17.578,9.1150%,5,7.86
7544,601089,福元医药,20250804,20250808,25.903,20250813,29.545,13.9612%,4,8.60
7545,603286,日盈电子,20250804,20250811,32.616,20250814,34.563,5.8676%,5,7.90
7546,603767,中马传动,20250804,20250818,31.516,20250821,30.585,-3.0542%,10,2.85
7547,002046,国机精工,20250805,20250815,31.220,20250820,38.225,22.3387%,8,16.03
7548,002097,山河智能,20250805,20250808,14.984,20250813,17.988,19.9441%,3,60.36
7549,002148,北纬科技,20250805,20250820,12.506,20250825,11.804,-5.7144%,11,2.92
7550,600203,福日电子,20250805,20250819,17.759,20250822,15.992,-10.0493%,10,10.17
7551,601606,长城军工,20250805,20250818,58.525,20250821,62.965,7.4852%,9,37.56
7552,603811,诚意药业,20250805,20250813,10.976,20250818,10.624,-3.3141%,6,6.39
7553,000901,航天科技,20250806,20250818,19.110,20250821,18.381,-3.9135%,8,22.54
7554,002313,日海智能,20250806,20250813,13.507,20250818,12.054,-10.8560%,5,6.71
7555,002915,中欣氟材,20250806,20250820,29.085,20250825,28.076,-3.5678%,10,10.93
7556,301076,新瀚新材,20250806,20250821,43.330,20250826,42.118,-2.8965%,11,9.59
7557,600475,华光环能,20250806,20250815,20.554,20250820,19.964,-2.9717%,7,6.63
7558,600698,湖南天雁,20250806,20250813,12.756,20250818,13.343,4.5012%,5,9.38
7559,600808,马钢股份,20250806,20250814,4.092,20250819,3.898,-4.8408%,6,15.08
7560,605169,洪通燃气,20250806,20250820,16.912,20250825,15.846,-6.4053%,10,0.80
7561,001380,华纬科技,20250807,20250813,23.812,20250818,23.428,-1.7110%,4,5.32
7562,002611,东方精工,20250807,20250822,17.907,20250827,19.828,10.6284%,11,54.19
7563,301117,佳缘科技,20250807,20250818,27.693,20250821,26.958,-2.7553%,7,8.84
7564,600619,海立股份,20250807,20250818,22.663,20250821,21.661,-4.5220%,7,28.51
7565,603130,云中马,20250807,20250819,41.791,20250822,41.349,-1.1566%,8,2.70
7566,002551,尚荣医疗,20250808,20250815,4.482,20250820,5.127,14.2945%,5,1.63
7567,600366,宁波韵升,20250808,20250821,16.319,20250826,16.992,4.0261%,9,18.10
7568,601718,ST际华,20250808,20250813,4.202,20250818,3.898,-7.3357%,3,27.83
7569,601929,吉视传媒,20250808,20250821,3.602,20250826,3.478,-3.5300%,9,11.24
7570,605598,上海港湾,20250808,20250814,26.932,20250819,27.305,1.2845%,4,1.91
7571,688108,赛诺医疗,20250808,20250822,33.517,20250827,31.704,-5.5081%,10,1.38
7572,000010,ST美丽,20250811,20250814,4.542,20250819,4.668,2.6606%,3,7.95
7573,000901,航天科技,20250811,20250818,19.110,20250821,18.381,-3.9135%,5,9.91
7574,002205,国统股份,20250811,20250815,14.657,20250820,14.623,-0.3363%,4,4.77
7575,002302,西部建设,20250811,20250815,7.084,20250820,6.987,-1.4699%,4,8.98
7576,002307,北新路桥,20250811,20250815,4.962,20250820,4.748,-4.4296%,4,0.89
7577,002800,天顺股份,20250811,20250814,15.588,20250819,15.142,-2.9571%,3,1.98
7578,002908,德生科技,20250811,20250814,11.696,20250819,11.744,0.3128%,3,13.13
7579,002941,新疆交建,20250811,20250818,15.668,20250821,15.172,-3.2620%,5,1.16
7580,600246,万通发展,20250811,20250819,8.624,20250822,11.604,34.4522%,6,11.49
7581,600425,青松建化,20250811,20250815,4.192,20250820,4.248,1.2306%,4,17.10
7582,600581,ST八钢,20250811,20250815,4.422,20250820,4.438,0.2521%,4,4.31
7583,603080,新疆火炬,20250811,20250815,21.621,20250820,21.259,-1.7717%,4,4.76
7584,603538,美诺华,20250811,20250818,20.228,20250821,19.529,-3.5550%,5,10.14
7585,603800,洪田股份,20250811,20250818,53.016,20250821,52.964,-0.2000%,5,7.29
7586,000011,深物业A,20250812,20250818,10.185,20250821,9.815,-3.7328%,4,4.81
7587,000026,飞亚达,20250812,20250815,19.390,20250820,18.821,-3.0351%,3,11.52
7588,002052,同洲电子,20250812,20250826,18.679,20250829,17.271,-7.6376%,10,2.15
7589,002148,北纬科技,20250812,20250820,12.506,20250825,11.804,-5.7144%,6,30.67
7590,002176,江特电机,20250812,20250818,9.575,20250821,9.145,-4.5843%,4,35.91
7591,002820,桂发祥,20250812,20250819,14.401,20250822,13.117,-9.0143%,5,7.26
7592,600053,ST九鼎,20250812,20250818,18.409,20250821,18.331,-0.5257%,4,1.04
7593,600113,浙江东日,20250812,20250825,50.525,20250828,55.042,8.8405%,9,7.49
7594,600410,华胜天成,20250812,20250822,20.752,20250827,25.869,24.5559%,8,60.03
7595,600619,海立股份,20250812,20250818,22.663,20250821,21.661,-4.5220%,4,36.88
7596,603757,大元泵业,20250812,20250901,50.955,20250904,48.276,-5.3587%,14,2.09
7597,605188,国光连锁,20250812,20250818,12.001,20250821,13.628,13.4587%,4,0.58
7598,605298,必得科技,20250812,20250819,22.821,20250822,22.179,-2.9153%,5,1.00
7599,000417,合百集团,20250813,20250818,6.008,20250821,6.092,1.2973%,3,7.39
7600,000561,烽火电子,20250813,20250821,13.317,20250826,13.343,0.1003%,6,8.09
7601,002104,恒宝股份,20250813,20250822,27.751,20250827,27.793,0.0522%,7,68.05
7602,002173,创新医疗,20250813,20250820,24.492,20250825,23.068,-5.9132%,5,31.98
7603,002298,中电鑫龙,20250813,20250822,10.455,20250827,12.464,19.1109%,7,19.27
7604,002549,凯美特气,20250813,20250821,15.928,20250826,15.722,-1.3922%,6,8.09
7605,002670,国盛证券,20250813,20250820,19.740,20250825,19.540,-1.1114%,5,33.64
7606,300620,光库科技,20250813,20250822,85.843,20250827,87.856,2.2452%,7,21.97
7607,600203,福日电子,20250813,20250819,17.759,20250822,15.992,-10.0493%,4,49.05
7608,600658,电子城,20250813,20250825,7.554,20250828,6.647,-12.1086%,8,3.27
7609,601137,博威合金,20250813,20250826,27.073,20250829,26.366,-2.7105%,9,19.02
7610,601138,工业富联,20250813,20250822,43.542,20250827,43.998,0.9478%,7,98.23
7611,605169,洪通燃气,20250813,20250820,16.912,20250825,15.846,-6.4053%,5,5.27
7612,000070,特发信息,20250814,20250820,10.015,20250825,9.905,-1.1980%,4,17.16
7613,000700,模塑科技,20250814,20250822,9.378,20250827,9.348,-0.4131%,6,19.55
7614,002536,飞龙股份,20250814,20250822,27.154,20250827,27.216,0.1313%,6,29.20
7615,002939,长城证券,20250814,20250822,11.700,20250827,11.898,1.5940%,6,45.67
7616,600208,衢州发展,20250814,20250821,4.882,20250826,5.097,4.3037%,5,0.46
7617,601609,金田股份,20250814,20250825,12.170,20250828,12.218,0.2928%,7,9.09
7618,603098,森特股份,20250814,20250822,12.436,20250827,15.932,28.0100%,6,6.70
7619,603158,腾龙股份,20250814,20250901,12.446,20250904,10.775,-13.5307%,12,7.03
7620,603221,爱丽家居,20250814,20250821,12.866,20250826,12.444,-3.3849%,5,0.30
7621,603256,宏和科技,20250814,20250902,40.952,20250905,35.394,-13.6723%,13,6.89
7622,002598,ST章鼓,20250815,20250821,12.606,20250826,12.364,-2.0235%,4,6.24
7623,002951,金时科技,20250815,20250821,17.719,20250826,18.021,1.6051%,4,3.37
7624,600580,卧龙电驱,20250815,20250822,30.835,20250827,33.183,7.5146%,5,99.50
7625,600737,中粮糖业,20250815,20250825,14.567,20250828,16.062,10.1606%,6,27.11
7626,603222,济民健康,20250815,20250825,9.955,20250828,9.695,-2.7100%,6,8.64
7627,605588,冠石科技,20250815,20250820,56.028,20250825,56.702,1.1023%,3,2.65
7628,002052,同洲电子,20250818,20250826,18.679,20250829,17.271,-7.6376%,6,1.75
7629,002158,汉钟精机,20250818,20250825,22.431,20250828,23.888,6.3947%,5,13.53
7630,002272,川润股份,20250818,20250828,18.589,20250902,17.381,-6.5983%,8,1.45
7631,002364,中恒电气,20250818,20250822,21.391,20250827,24.888,16.2476%,4,5.44
7632,002645,华宏科技,20250818,20250825,14.257,20250828,13.335,-6.5655%,5,11.58
7633,002873,新天药业,20250818,20250822,12.977,20250827,13.134,1.1094%,4,6.82
7634,002879,长缆科技,20250818,20250821,18.700,20250826,18.702,-0.0931%,3,9.09
7635,300730,科创信息,20250818,20250828,20.610,20250902,20.360,-1.3153%,8,19.78
7636,301123,奕东电子,20250818,20250822,42.832,20250827,42.630,-0.5733%,4,10.86
7637,600021,上海电力,20250818,20250827,13.337,20250901,14.933,11.8660%,7,13.88
7638,600110,诺德股份,20250818,20250822,7.054,20250827,7.156,1.3588%,4,8.18
7639,600601,方正科技,20250818,20250822,7.194,20250827,7.916,9.9429%,4,30.04
7640,601519,大智慧,20250818,20250822,16.148,20250827,17.361,7.4133%,4,24.67
7641,603025,大豪科技,20250818,20250822,15.648,20250827,16.252,3.7603%,4,6.42
7642,603601,再升科技,20250818,20250828,5.853,20250902,5.717,-2.4200%,8,4.30
7643,603626,科森科技,20250818,20250901,16.058,20250904,16.992,5.7131%,10,0.87
7644,688098,申联生物,20250818,20250822,13.527,20250827,13.583,0.3173%,4,1.64
7645,688519,南亚新材,20250818,20250828,67.693,20250902,72.323,6.7397%,8,10.36
7646,002046,国机精工,20250819,20250825,33.821,20250828,33.087,-2.2686%,4,17.27
7647,002131,利欧股份,20250819,20250826,4.748,20250829,5.463,14.9556%,5,52.21
7648,002343,慈文传媒,20250819,20250825,8.824,20250828,8.326,-5.7500%,4,11.83
7649,002600,领益智造,20250819,20250903,14.377,20250908,13.963,-2.9807%,11,73.26
7650,002657,中科金财,20250819,20250827,44.032,20250901,46.607,5.7473%,6,29.64
7651,002871,伟隆股份,20250819,20250902,17.451,20250905,16.734,-4.2092%,10,1.51
7652,300049,福瑞医科,20250819,20250825,62.891,20250828,57.431,-8.7819%,4,11.04
7653,300810,中科海讯,20250819,20250822,53.807,20250827,52.834,-1.9089%,3,18.93
7654,600400,红豆股份,20250819,20250825,2.501,20250828,2.359,-5.7944%,4,4.15
